N,P,K,temperature,humidity,ph,rainfall,label
29.43,142.24,204.01,21.01,92.15,5.99,101.66,apple
21.97,144.3,194.52,30.3,84.33,5.57,69.76,grapes
11.48,36.31,30.48,28.97,49.76,5.2,81.23,mango
34.02,16.3,33.17,27.67,93.38,6.49,201.77,coconut
28.4,71.26,15.9,29.37,62.59,6.01,56.09,lentil
21.62,54.79,19.42,30.24,75.92,7.22,63.51,mungbean
101.24,17.63,53.62,31.47,86.94,6.13,34.63,muskmelon
16.58,23.36,32.57,27.1,92.97,6.21,139.32,coconut
13.16,29.14,28.52,14.85,90.81,6.48,110.31,orange
80.56,36.66,47.27,31.65,92.17,6.76,23.02,muskmelon
33.35,7.33,9.32,10.31,92.97,7.77,113.41,orange
31.87,71.94,18.73,35.89,36.69,6.0,166.0,pigeonpeas
32.92,134.87,196.5,20.13,93.75,5.71,125.03,apple
32.31,56.46,81.68,22.85,25.62,7.58,80.69,chickpea
21.08,74.59,15.11,32.62,68.93,6.93,76.07,blackgram
100.31,32.31,31.3,27.02,59.04,6.78,190.52,coffee
36.35,65.98,23.47,23.93,18.62,6.38,100.35,kidneybeans
12.26,28.96,29.35,28.12,96.66,6.32,150.53,coconut
37.89,64.0,76.75,24.37,23.31,6.61,75.88,chickpea
26.52,47.1,23.34,30.52,48.35,5.89,46.38,mothbeans
17.14,62.25,19.68,27.73,52.82,4.49,52.18,mothbeans
19.87,123.7,195.24,23.58,84.11,6.22,70.23,grapes
50.69,71.91,79.31,21.59,20.91,7.3,64.26,chickpea
22.03,24.03,17.06,33.51,91.47,6.83,115.74,orange
29.73,56.4,16.42,18.63,66.26,5.58,73.46,lentil
50.49,69.79,16.92,31.67,66.23,7.1,74.69,blackgram
102.88,97.22,46.22,27.67,83.79,5.91,152.66,banana
32.67,11.63,28.1,27.64,92.16,6.83,138.54,coconut
15.41,23.1,25.31,26.98,93.03,7.13,117.22,orange
75.57,35.33,44.05,20.64,79.79,6.93,294.07,rice
10.72,45.06,16.77,27.49,89.35,6.9,58.22,mungbean
38.76,10.15,31.55,25.22,90.66,6.33,140.49,coconut
18.52,116.16,204.87,21.3,84.54,5.89,79.64,grapes
37.55,54.49,16.03,27.22,51.87,8.49,42.96,mothbeans
15.83,29.35,28.62,28.01,96.1,6.34,221.47,coconut
34.15,76.15,21.14,15.89,22.88,5.58,96.68,kidneybeans
18.32,16.9,29.71,26.94,98.21,6.18,190.36,coconut
13.89,42.69,18.55,29.39,31.88,4.85,60.23,mothbeans
105.33,72.98,51.04,25.6,75.79,6.03,142.36,banana
23.15,23.17,27.37,26.85,91.02,7.87,105.29,orange
95.21,30.62,51.33,30.49,51.12,6.3,45.6,watermelon
97.78,34.37,32.4,25.69,51.75,7.39,172.78,coffee
40.59,57.49,15.16,34.64,63.77,7.1,62.39,blackgram
106.58,31.87,54.28,28.66,90.03,6.01,20.1,muskmelon
94.53,30.74,31.74,24.05,66.74,6.43,159.33,coffee
84.77,15.87,54.73,27.77,87.69,6.59,29.15,muskmelon
31.54,127.78,196.4,21.7,93.4,5.56,127.87,apple
119.61,76.28,45.12,29.99,77.81,6.17,112.97,banana
73.85,42.14,22.38,22.07,59.49,6.4,67.04,maize
98.71,34.91,48.6,29.15,89.1,6.37,33.88,muskmelon
53.94,64.08,22.94,34.41,66.23,7.24,84.15,blackgram
33.87,122.22,207.22,24.07,90.17,5.59,101.47,apple
44.33,66.11,22.42,27.28,60.58,6.8,74.23,blackgram
10.91,41.13,18.4,28.08,48.45,9.33,52.75,mothbeans
98.46,20.96,48.93,29.57,73.45,6.54,55.37,watermelon
107.62,85.4,51.51,29.45,79.4,6.4,187.59,banana
100.95,28.71,46.89,27.76,68.01,6.53,47.91,watermelon
15.26,52.03,20.79,27.92,49.34,4.97,53.82,mothbeans
77.5,62.12,38.48,23.6,86.75,6.09,254.65,rice
15.43,28.98,31.39,29.24,95.4,6.12,227.72,coconut
38.21,21.52,33.53,35.63,56.59,4.92,92.87,mango
29.29,123.37,209.14,23.25,89.62,6.4,65.41,grapes
23.22,35.71,43.68,24.18,87.04,6.87,102.39,pomegranate
26.81,77.0,17.16,21.78,24.08,5.8,72.29,kidneybeans
27.58,133.6,206.09,31.48,83.98,6.01,76.06,grapes
83.86,50.02,44.82,27.16,88.23,6.38,188.63,jute
65.12,39.56,36.39,24.49,77.73,6.02,287.61,rice
108.19,55.49,22.64,26.2,77.92,6.9,87.65,cotton
22.45,47.67,22.85,27.98,87.3,6.97,50.47,mungbean
39.64,63.02,16.92,28.09,69.75,6.91,73.34,blackgram
22.34,78.29,18.97,15.87,24.17,5.61,91.07,kidneybeans
61.38,62.28,37.59,24.64,79.68,6.28,245.61,rice
31.38,134.08,196.39,21.31,89.56,6.42,69.15,grapes
37.5,137.2,209.72,23.84,94.71,5.72,123.14,apple
24.09,23.66,41.64,20.5,86.64,6.5,133.21,pomegranate
36.08,67.13,18.34,33.04,48.05,5.05,184.05,pigeonpeas
79.2,51.0,17.92,24.25,72.2,7.06,61.98,maize
94.02,60.36,22.08,25.53,68.95,6.86,90.93,maize
32.34,129.87,197.45,22.28,90.89,6.13,110.92,apple
16.6,75.62,17.92,26.43,30.88,5.4,145.29,pigeonpeas
18.97,13.98,32.18,28.06,91.79,6.06,176.78,coconut
29.52,79.77,22.57,26.4,58.3,5.67,115.18,pigeonpeas
40.39,54.42,51.28,34.49,91.16,6.34,175.09,papaya
61.78,64.1,47.92,24.71,90.06,6.43,130.27,papaya
44.63,55.84,76.25,24.06,17.09,7.06,76.44,chickpea
28.89,24.88,24.54,18.88,92.87,7.67,113.76,orange
87.62,36.18,42.99,24.4,76.23,6.81,290.5,rice
38.41,20.07,19.48,15.8,90.23,7.89,106.27,orange
18.43,75.97,23.77,20.92,65.51,5.79,44.08,lentil
18.25,15.82,29.2,35.95,59.74,6.09,66.47,mango
106.03,73.49,50.36,27.19,77.68,6.1,203.27,banana
114.01,76.39,51.69,27.71,83.33,5.63,106.87,banana
61.26,54.87,38.71,26.23,77.12,7.01,186.46,jute
26.41,111.43,196.3,29.39,89.51,6.36,64.57,grapes
62.33,54.17,54.78,32.12,90.75,6.47,189.39,papaya
23.92,127.5,194.28,20.19,90.22,6.37,120.35,apple
34.54,130.57,195.04,20.09,83.4,5.98,65.92,grapes
92.08,36.71,48.84,29.89,61.9,6.12,58.56,watermelon
118.13,44.46,24.41,26.25,83.44,6.27,99.47,cotton
19.9,70.27,17.81,17.07,23.17,5.51,60.69,kidneybeans
89.67,28.31,54.39,29.37,51.87,6.46,57.82,watermelon
19.71,71.81,24.77,19.94,30.33,5.8,100.19,pigeonpeas
22.09,70.75,19.17,19.73,60.94,5.53,74.94,lentil
84.13,28.36,46.67,29.64,90.9,6.3,20.53,muskmelon
93.02,72.84,54.76,26.43,79.24,6.15,93.21,banana
13.48,64.03,21.37,18.85,63.62,6.3,79.85,lentil
34.3,141.88,202.28,20.94,91.43,5.98,128.63,apple
24.64,63.51,20.41,16.54,23.54,6.04,128.57,kidneybeans
26.31,31.34,28.87,33.47,45.67,4.64,78.29,mango
67.42,60.4,22.77,24.94,71.9,7.02,91.31,maize
31.89,9.12,19.15,17.82,90.89,7.72,108.07,orange
31.18,27.26,27.58,35.85,53.66,5.05,70.76,mango
15.05,23.2,26.84,27.56,90.93,6.88,164.4,coconut
67.08,37.66,36.21,23.23,78.1,6.05,240.41,rice
37.82,27.53,7.25,13.3,92.48,6.21,106.91,orange
95.35,26.8,33.69,25.07,60.69,6.03,157.93,coffee
116.17,46.81,18.03,24.3,77.52,6.06,100.0,cotton
24.82,68.83,20.03,21.68,64.35,6.53,182.17,pigeonpeas
53.75,66.51,17.18,26.34,69.53,6.57,65.97,blackgram
108.57,35.05,54.03,31.07,89.59,6.25,25.55,muskmelon
32.05,53.3,19.88,27.67,78.92,6.63,54.98,mungbean
80.74,16.55,33.88,27.34,57.15,7.34,179.68,coffee
92.58,43.46,36.18,24.88,84.43,6.82,268.21,rice
98.58,16.96,45.01,30.79,94.85,6.81,26.9,muskmelon
41.03,64.06,54.9,39.33,91.48,6.24,87.89,papaya
63.07,64.72,52.6,30.33,92.27,6.59,254.27,papaya
25.41,43.65,15.06,29.48,79.28,7.1,40.6,mungbean
17.94,128.18,199.01,15.29,85.57,6.16,71.84,grapes
39.27,23.33,30.95,27.9,54.09,4.72,98.37,mango
28.64,56.56,16.11,27.18,89.91,6.35,41.35,mungbean
46.51,56.09,87.66,24.51,24.02,7.64,95.37,chickpea
83.45,47.71,21.11,18.16,72.44,7.36,88.26,maize
35.24,30.44,31.44,27.28,57.43,6.47,70.36,mango
24.49,22.48,49.56,19.4,87.15,6.29,106.91,pomegranate
31.77,21.86,28.36,25.85,95.81,6.23,202.88,coconut
21.91,33.59,30.81,30.88,47.56,5.07,83.02,mango
86.18,39.56,24.51,19.36,63.65,7.39,80.99,maize
30.23,15.09,33.62,25.91,95.44,6.93,192.54,coconut
37.01,58.77,21.76,29.44,58.38,5.39,40.03,mothbeans
82.82,78.34,48.25,29.73,77.83,5.96,177.27,banana
26.74,6.42,26.7,26.43,92.83,6.51,131.83,coconut
92.72,60.82,35.07,23.58,81.26,5.83,194.38,rice
23.63,63.39,24.79,34.27,58.05,6.68,151.83,pigeonpeas
83.07,24.82,31.7,25.35,57.67,6.18,162.25,coffee
49.71,78.92,76.38,15.57,19.23,6.52,69.88,chickpea
25.77,7.28,29.36,27.91,95.22,6.0,184.24,coconut
18.93,62.74,17.9,34.56,56.91,6.89,117.55,pigeonpeas
49.14,45.4,50.92,23.27,90.01,6.62,81.58,papaya
100.07,38.27,53.23,27.21,89.71,6.4,24.65,muskmelon
18.95,58.27,18.93,27.7,75.16,6.82,64.39,mungbean
89.86,54.49,43.49,24.6,83.52,5.64,224.13,rice
103.17,26.67,29.2,27.45,58.75,6.11,197.33,coffee
37.45,71.46,19.38,27.77,65.58,6.85,87.99,blackgram
19.62,14.05,35.92,22.01,89.42,6.35,129.86,pomegranate
16.01,129.66,198.13,20.83,90.12,5.63,119.64,apple
88.82,26.8,48.01,25.34,60.18,6.23,50.7,watermelon
41.39,76.58,85.38,19.79,15.38,6.68,75.21,chickpea
94.11,38.63,46.16,31.57,68.33,6.64,52.91,watermelon
95.77,70.04,46.2,27.67,81.75,5.92,184.99,banana
82.8,25.48,30.83,23.74,65.31,7.12,195.17,coffee
82.71,39.83,31.99,23.81,50.25,6.26,191.91,coffee
26.81,56.14,16.4,17.77,27.72,5.83,103.38,kidneybeans
38.4,47.01,22.83,26.13,59.71,3.66,55.09,mothbeans
80.47,38.02,53.1,30.7,52.33,6.74,59.2,watermelon
20.24,67.1,16.23,28.08,69.26,6.66,88.97,blackgram
106.48,83.02,53.19,29.53,76.2,6.03,126.99,banana
120.07,62.04,17.61,26.34,81.44,5.53,96.23,cotton
30.03,72.64,21.88,18.75,19.67,5.93,72.83,kidneybeans
93.16,31.3,20.96,20.07,57.41,5.65,94.81,maize
88.82,31.31,46.15,29.03,93.48,6.37,28.87,muskmelon
24.44,16.27,15.6,22.73,94.73,7.1,119.06,orange
14.92,18.56,45.86,24.34,94.75,6.23,135.25,pomegranate
78.7,51.47,16.67,26.92,59.63,7.39,92.48,maize
104.93,11.25,45.23,28.87,86.49,6.56,33.76,muskmelon
22.17,133.78,191.34,29.84,87.72,6.33,63.41,grapes
42.92,64.82,53.04,27.35,91.68,6.13,56.32,papaya
88.58,25.51,47.63,28.05,90.99,6.09,20.87,muskmelon
39.09,5.63,24.64,18.03,90.19,7.84,102.79,orange
82.53,34.36,52.19,30.65,86.0,6.72,30.2,muskmelon
94.8,57.39,37.19,23.36,84.31,6.59,188.3,jute
23.17,111.57,208.4,26.76,80.29,6.19,69.64,grapes
76.98,39.37,43.31,24.74,78.0,7.34,174.83,jute
61.7,48.88,39.19,26.9,77.1,7.47,159.04,jute
104.28,15.57,34.31,26.43,50.68,7.23,160.01,coffee
134.11,42.41,15.18,25.1,79.58,6.35,104.97,cotton
30.91,26.8,37.73,20.94,90.62,6.01,103.14,pomegranate
101.83,35.22,24.88,25.29,78.65,6.21,73.33,cotton
33.91,66.46,17.89,24.0,19.16,6.46,88.26,kidneybeans
26.38,18.68,6.33,19.96,91.35,8.0,106.17,orange
112.32,21.52,32.99,24.36,50.66,6.78,159.83,coffee
27.98,71.94,18.12,22.74,25.73,6.02,147.84,kidneybeans
19.26,114.56,193.98,29.69,80.64,6.36,79.23,grapes
25.57,131.2,209.26,29.74,84.71,6.07,78.56,grapes
42.97,62.8,85.12,19.4,16.58,7.28,68.64,chickpea
11.16,36.97,28.15,28.29,52.03,6.0,61.24,mango
27.57,10.25,45.22,22.99,88.66,6.05,130.2,pomegranate
62.01,67.46,48.34,43.83,90.51,6.05,228.23,papaya
31.33,78.46,23.71,22.66,25.88,6.16,83.43,kidneybeans
94.65,31.14,34.48,23.21,68.38,6.91,190.37,coffee
32.1,23.6,49.79,18.38,88.55,6.48,120.13,pomegranate
35.72,57.94,16.47,30.45,89.18,7.02,48.29,mungbean
37.25,49.85,51.56,40.95,91.26,6.33,158.17,papaya
35.56,75.1,20.53,20.2,19.43,6.28,84.43,kidneybeans
10.86,52.5,15.11,30.3,39.19,3.76,54.71,mothbeans
19.4,21.63,33.4,26.8,94.27,6.97,208.39,coconut
15.36,77.81,21.33,26.65,62.57,6.58,41.12,lentil
35.68,23.04,33.86,19.34,92.69,6.27,130.69,pomegranate
27.05,25.99,25.67,31.65,57.31,6.04,93.29,mango
13.14,72.09,20.94,27.06,63.09,6.17,56.22,lentil
33.91,70.51,20.45,26.26,62.9,6.74,66.41,blackgram
99.21,81.2,49.93,27.9,76.89,6.4,177.64,banana
96.56,16.93,52.44,28.26,70.23,6.78,44.3,watermelon
116.93,90.68,46.27,26.78,80.92,6.34,95.68,banana
104.34,16.68,52.17,31.55,63.19,6.54,49.22,watermelon
23.28,7.87,25.92,10.69,94.17,6.28,117.73,orange
60.79,33.64,23.0,19.61,68.05,5.98,64.97,maize
11.02,67.41,16.23,22.81,63.51,6.66,72.13,lentil
99.48,96.35,50.27,29.65,79.84,5.99,105.57,banana
39.52,67.09,23.64,20.89,21.75,5.79,78.29,kidneybeans
43.56,65.82,51.14,42.18,91.16,6.12,41.34,papaya
20.12,59.83,15.01,28.54,78.62,6.35,41.7,mungbean
34.34,25.71,30.7,26.53,92.18,5.99,192.85,coconut
106.79,35.29,17.37,23.18,79.22,6.88,103.96,cotton
14.48,25.3,39.21,24.31,94.3,6.38,119.67,pomegranate
41.87,58.7,49.53,41.43,90.5,6.26,205.4,papaya
73.37,56.98,16.07,18.68,69.56,6.49,94.42,maize
124.67,37.81,22.81,26.96,80.31,6.52,71.87,cotton
23.37,132.73,200.65,21.34,94.56,5.87,101.37,apple
33.19,121.86,192.86,36.45,83.09,6.16,71.33,grapes
100.88,23.38,25.01,24.54,55.57,6.59,156.59,coffee
89.26,21.29,29.67,27.49,52.99,7.24,164.57,coffee
102.08,14.15,54.66,30.57,55.11,6.19,42.51,watermelon
74.33,40.79,37.04,23.94,79.78,7.2,178.45,jute
28.24,55.02,15.39,34.77,62.42,7.16,85.17,blackgram
31.11,31.12,28.74,36.51,45.33,5.26,96.84,mango
114.32,61.83,15.7,26.9,81.16,5.78,93.95,cotton
90.89,40.96,35.06,25.71,85.6,6.59,272.55,rice
29.91,15.36,6.11,29.61,93.39,6.95,118.0,orange
19.17,128.12,197.64,29.11,81.15,6.5,68.51,grapes
57.6,63.58,24.88,29.85,61.79,7.39,73.81,blackgram
27.22,51.98,23.78,29.79,89.4,6.07,42.45,mungbean
82.28,25.03,51.87,30.34,64.58,6.91,58.84,watermelon
83.32,44.75,23.93,25.36,61.84,6.02,78.98,maize
20.86,58.23,18.76,19.19,66.23,6.17,71.12,lentil
30.05,77.31,19.43,21.07,24.31,6.09,123.24,kidneybeans
27.39,120.03,197.34,17.1,80.52,5.75,61.48,grapes
61.02,38.24,35.31,24.45,79.72,6.26,288.91,rice
26.55,11.85,6.63,11.25,90.58,6.14,115.21,orange
41.96,69.5,85.67,21.08,26.47,7.63,88.72,chickpea
16.64,111.22,198.18,22.23,88.09,6.3,69.14,grapes
84.62,33.81,52.85,28.19,87.89,6.94,32.39,muskmelon
27.52,129.37,202.52,23.97,91.4,6.06,121.26,apple
26.29,78.4,20.14,29.4,65.36,6.09,73.93,lentil
21.24,58.93,18.67,24.7,46.7,8.91,59.9,mothbeans
19.17,47.08,21.73,29.46,39.46,4.35,55.81,mothbeans
65.26,55.05,24.09,19.62,59.75,7.44,69.05,maize
40.42,77.5,75.44,21.64,29.45,7.12,97.47,chickpea
12.66,35.95,36.41,19.25,87.39,6.42,110.05,pomegranate
85.92,27.27,54.25,25.18,74.27,6.95,57.69,watermelon
22.64,25.99,19.76,14.8,92.91,7.01,107.97,orange
22.23,39.84,21.56,31.77,46.87,8.07,41.71,mothbeans
84.31,47.94,17.31,19.59,59.41,5.87,98.98,maize
28.61,72.73,16.67,32.83,53.35,7.36,94.67,pigeonpeas
37.2,15.74,42.31,20.84,85.41,6.35,110.61,pomegranate
31.35,77.23,20.79,30.02,36.26,5.92,168.8,pigeonpeas
19.83,117.35,199.84,15.49,86.71,6.02,77.97,grapes
15.45,39.7,23.27,24.34,42.58,4.58,61.98,mothbeans
33.69,66.85,15.58,24.58,27.43,6.29,149.22,kidneybeans
19.91,51.93,23.51,25.61,58.03,7.91,60.58,mothbeans
63.7,56.38,35.7,25.48,79.45,6.47,193.52,jute
27.13,128.85,207.83,20.83,90.75,6.08,119.72,apple
129.87,38.3,19.25,22.09,75.34,6.22,74.91,cotton
27.82,69.24,23.32,29.9,61.64,6.54,66.97,lentil
119.66,21.1,26.99,25.63,60.74,6.66,188.59,coffee
105.84,74.52,54.33,26.92,82.3,5.52,116.67,banana
12.61,117.8,193.76,25.7,86.58,5.76,60.24,grapes
36.19,40.07,15.54,30.59,82.13,7.27,49.58,mungbean
39.78,58.78,51.05,37.82,93.4,6.29,112.67,papaya
74.44,33.21,24.17,19.23,74.0,6.39,69.26,maize
88.97,23.98,27.3,25.9,65.96,7.18,168.23,coffee
86.44,29.02,52.61,31.89,54.51,6.77,46.78,watermelon
27.72,64.23,24.33,33.72,57.89,6.64,140.79,pigeonpeas
58.9,64.0,19.78,28.55,66.83,7.16,81.46,blackgram
12.41,49.31,21.3,31.14,86.75,6.42,63.52,mungbean
53.59,60.03,80.17,16.65,19.95,7.51,80.78,chickpea
19.04,66.92,22.18,22.7,55.62,6.5,107.9,pigeonpeas
62.44,43.31,43.06,25.24,77.77,5.81,224.46,rice
80.68,26.99,33.59,27.48,69.12,7.32,179.0,coffee
107.22,21.19,31.0,24.29,56.67,6.66,176.46,coffee
97.94,56.73,16.4,25.82,64.75,7.29,99.99,maize
36.39,9.99,28.68,18.56,92.2,7.41,111.75,orange
102.49,14.08,45.67,31.88,94.57,6.06,26.65,muskmelon
38.21,133.22,205.08,22.2,93.73,5.7,111.13,apple
64.13,56.47,50.94,28.61,93.23,6.99,50.79,papaya
56.82,55.3,20.53,32.41,64.85,6.59,89.17,blackgram
82.13,27.95,47.64,28.22,62.94,6.92,50.98,watermelon
52.83,59.0,84.23,15.09,18.7,7.45,99.67,chickpea
10.75,14.42,27.39,16.87,91.37,6.61,112.25,orange
25.15,39.65,39.31,18.41,87.62,6.44,106.28,pomegranate
44.73,67.26,50.5,31.68,90.36,6.71,194.63,papaya
22.81,132.86,201.78,23.95,93.28,6.11,112.35,apple
39.1,57.23,21.87,19.94,21.88,6.13,123.35,kidneybeans
16.49,70.09,21.87,16.14,21.84,5.96,93.21,kidneybeans
100.72,26.02,48.79,26.72,65.52,6.89,49.92,watermelon
69.73,36.2,44.85,24.7,76.24,7.36,179.25,jute
38.32,23.4,30.61,27.95,48.01,5.53,68.25,mango
29.92,20.15,48.71,24.39,87.09,6.04,129.65,pomegranate
47.07,56.6,20.96,32.4,62.11,7.34,60.91,blackgram
110.03,42.59,21.29,25.81,83.76,6.78,108.24,cotton
20.48,55.92,16.08,18.39,26.03,6.07,106.14,kidneybeans
25.64,28.03,31.4,25.86,96.83,6.14,189.15,coconut
72.44,44.76,42.3,24.46,88.31,6.21,194.35,rice
13.9,75.67,20.63,27.15,67.14,5.81,62.75,lentil
98.76,56.24,16.3,24.82,55.49,5.54,76.18,maize
36.17,58.03,87.3,22.75,24.66,7.06,61.68,chickpea
104.47,23.51,48.25,29.36,93.19,6.12,32.86,muskmelon
14.45,20.9,28.74,34.92,91.88,7.2,117.13,orange
21.02,25.78,46.18,20.53,90.24,6.67,110.78,pomegranate
49.84,59.63,78.48,15.98,24.9,7.53,70.6,chickpea
14.41,59.11,19.06,29.12,67.1,6.13,60.69,lentil
88.76,40.4,20.66,22.28,68.27,7.37,96.63,maize
36.31,71.7,20.93,23.92,19.85,5.58,81.56,kidneybeans
32.08,5.2,30.39,28.97,92.66,6.4,196.89,coconut
107.46,13.77,49.18,28.72,89.98,6.46,27.78,muskmelon
101.47,34.0,48.46,25.38,50.07,6.45,47.05,watermelon
25.42,44.25,20.73,26.6,31.18,5.24,40.16,mothbeans
68.6,31.09,17.62,23.36,56.03,6.49,89.84,maize
67.26,61.8,20.83,21.61,64.24,7.39,67.67,maize
12.37,48.28,17.61,26.75,55.04,9.49,44.64,mothbeans
48.72,66.29,86.73,16.68,26.05,7.73,68.67,chickpea
56.91,67.56,18.28,32.37,60.37,6.97,70.09,blackgram
63.9,36.21,42.53,25.13,89.91,6.15,192.78,jute
39.83,61.83,50.96,29.18,90.07,6.08,126.17,papaya
30.02,73.59,20.06,21.34,18.71,5.75,92.57,kidneybeans
100.93,12.47,49.18,29.8,86.87,6.45,29.02,muskmelon
35.69,17.27,10.42,14.24,90.0,7.44,102.22,orange
52.63,69.93,18.94,29.73,68.55,6.84,86.09,blackgram
13.5,71.2,17.45,26.61,67.77,6.51,64.58,lentil
83.15,45.35,22.25,22.38,72.47,7.3,81.09,maize
21.76,55.91,16.93,29.13,37.79,9.17,62.39,mothbeans
24.55,26.22,46.37,19.2,93.08,6.69,122.23,pomegranate
24.07,43.06,16.01,25.34,34.42,9.73,58.98,mothbeans
86.58,31.19,52.83,27.64,67.45,6.39,43.2,watermelon
103.47,25.92,50.9,25.6,57.18,6.16,44.99,watermelon
22.22,50.64,23.97,27.98,75.34,7.29,54.43,mungbean
65.58,43.76,38.66,23.19,86.78,5.8,241.71,rice
80.35,27.64,50.01,31.37,85.84,6.68,30.2,muskmelon
32.22,61.33,15.1,31.75,51.43,7.01,180.35,pigeonpeas
92.34,44.14,35.98,24.79,81.6,5.68,239.42,rice
100.46,21.64,34.36,25.29,52.55,6.65,156.35,coffee
16.64,46.43,23.08,30.59,41.54,6.44,47.58,mothbeans
38.22,56.99,76.71,23.94,17.88,6.65,69.07,chickpea
83.01,74.03,51.45,26.7,82.08,6.06,123.28,banana
10.97,54.76,20.32,24.83,35.18,7.14,47.41,mothbeans
41.03,56.7,75.52,16.35,29.45,7.1,98.63,chickpea
27.35,65.8,24.67,23.43,61.43,6.08,78.07,lentil
109.95,32.57,53.64,29.21,71.41,6.11,46.95,watermelon
18.7,30.72,26.18,33.55,49.25,4.5,65.08,mango
73.91,47.0,38.61,27.13,79.04,6.79,199.12,jute
54.22,51.83,47.45,25.88,94.25,6.62,81.03,papaya
19.28,61.15,24.15,22.02,69.52,6.3,65.26,lentil
42.3,64.13,54.48,38.05,94.41,6.64,125.29,papaya
82.83,39.67,54.49,24.63,73.34,6.36,56.89,watermelon
46.82,70.09,88.53,23.05,19.05,7.65,79.93,chickpea
25.02,54.37,20.11,27.6,79.68,7.2,61.54,mungbean
84.99,20.48,52.42,30.78,91.67,6.23,28.82,muskmelon
28.67,64.51,24.77,16.11,22.23,5.54,126.59,kidneybeans
22.41,36.19,17.74,31.78,89.3,6.53,41.08,mungbean
58.85,53.74,47.13,30.86,91.36,6.09,222.63,papaya
38.68,67.41,18.81,21.1,61.45,6.7,132.28,pigeonpeas
38.73,51.97,20.14,24.68,46.47,5.93,55.18,mothbeans
110.31,31.03,34.24,26.91,53.62,7.2,182.09,coffee
26.23,53.15,17.2,30.13,83.57,6.28,41.49,mungbean
86.75,25.58,50.63,31.56,54.89,6.64,56.35,watermelon
28.2,131.15,206.54,25.63,82.75,5.77,70.72,grapes
51.53,72.31,94.83,16.28,16.56,7.45,83.14,chickpea
93.62,32.03,48.67,24.15,52.51,6.5,53.8,watermelon
39.87,22.22,26.49,29.41,59.04,5.8,74.59,mango
21.96,9.25,14.58,31.79,91.82,7.9,118.93,orange
35.57,18.84,22.95,32.43,94.51,6.66,119.05,orange
89.84,52.5,44.62,22.62,79.29,6.8,206.83,rice
61.63,52.73,41.78,20.12,82.68,5.84,257.42,rice
23.47,125.4,191.82,32.97,82.14,5.7,68.26,grapes
69.99,47.13,17.21,26.89,73.88,5.58,95.28,maize
19.42,55.73,17.72,25.52,35.54,5.69,50.75,mothbeans
13.33,72.81,16.76,20.82,64.94,6.87,48.47,lentil
116.09,37.0,20.16,23.73,81.72,6.93,84.28,cotton
78.96,55.03,36.72,21.35,75.61,5.75,213.43,rice
16.31,143.72,202.83,24.38,93.38,5.86,115.38,apple
17.58,12.79,8.03,31.62,92.47,7.14,111.39,orange
35.83,131.55,190.26,32.38,84.18,6.07,72.98,grapes
15.97,71.67,18.23,35.06,65.52,5.48,189.11,pigeonpeas
26.13,19.83,30.43,25.5,93.19,5.58,169.57,coconut
101.34,18.36,34.33,27.47,53.8,6.52,180.67,coffee
33.98,8.33,7.76,33.05,93.76,7.18,115.38,orange
26.85,22.87,23.2,26.66,94.35,7.74,111.58,orange
33.45,75.85,22.4,16.43,25.53,6.27,119.27,kidneybeans
129.75,60.69,18.1,23.96,78.57,6.75,62.22,cotton
82.66,28.27,47.88,25.28,63.61,6.53,41.52,watermelon
111.2,93.14,47.28,29.61,80.93,5.88,155.25,banana
98.25,75.12,47.67,27.55,76.47,6.11,163.55,banana
97.11,37.19,52.84,30.11,88.15,6.54,21.37,muskmelon
16.85,5.62,14.59,13.54,93.55,7.32,100.88,orange
12.85,121.66,197.47,20.36,85.85,5.94,60.68,grapes
15.05,60.09,20.49,27.95,85.81,6.77,55.11,mungbean
25.18,56.65,18.49,16.11,26.08,6.45,66.51,kidneybeans
16.43,112.1,196.51,18.59,87.1,6.03,62.88,grapes
65.17,63.62,41.06,21.6,85.08,6.43,222.98,rice
69.67,37.79,43.97,26.3,84.5,6.01,221.91,rice
43.08,47.46,54.79,29.22,94.35,6.0,44.63,papaya
18.43,40.2,18.8,30.41,41.76,8.3,43.14,mothbeans
40.72,70.35,17.37,29.83,64.29,6.57,63.18,blackgram
92.14,43.46,36.77,25.25,87.1,6.99,229.51,rice
13.99,39.76,24.49,31.4,88.61,7.49,45.21,mungbean
31.36,58.8,19.4,21.15,18.83,6.38,132.32,kidneybeans
30.36,56.32,22.26,26.21,63.03,7.03,76.93,blackgram
14.9,40.53,17.02,28.93,75.77,6.6,52.79,mungbean
67.39,64.09,42.75,26.58,88.42,6.4,290.62,rice
28.22,75.51,22.6,18.59,68.44,6.16,53.7,lentil
99.57,85.38,47.68,27.27,79.71,6.21,212.28,banana
30.31,76.84,22.24,16.21,27.02,5.57,108.06,kidneybeans
69.91,45.68,42.58,20.1,76.74,5.57,184.89,rice
58.51,54.73,49.88,43.79,91.07,6.42,104.2,papaya
89.9,47.6,17.32,26.1,62.68,6.59,105.32,maize
35.84,66.01,18.02,17.59,19.95,5.56,90.82,kidneybeans
98.59,88.92,49.5,25.94,80.08,6.03,195.38,banana
36.26,78.26,77.33,23.17,20.71,7.76,94.72,chickpea
41.2,60.68,76.46,21.03,25.02,7.24,78.54,chickpea
30.81,15.99,33.39,31.48,54.55,5.05,87.08,mango
82.67,30.82,46.66,30.93,87.5,6.42,25.26,muskmelon
